ward_id,ward_name,date,tmax_adj_c,rh_mean_pct,wbgt_peak_c,hi_peak_c,hazard_score,risk_score,uhi_delta_c,vulnerability,population,risk_band,risk_colour,exposed_population,relative_risk,excess_deaths_per_day,run_at
113,Ward 113,2026-09-07,33.21,81.77,32.1,44.37,54.2,41.4,2.01,47.7,33475,Caution,Yellow,13859.0,1.14,0.09,2026-09-04T18:06:16
129,Ward 129,2026-09-07,33.68,80.59,32.09,44.29,54.1,41.4,1.98,47.9,39654,Caution,Yellow,16417.0,1.14,0.11,2026-09-04T18:06:16
6,Ward 6,2026-09-07,33.93,80.07,31.93,43.8,52.4,41.3,2.03,52.9,42346,Caution,Yellow,17489.0,1.13,0.11,2026-09-04T18:06:16
31,Ward 31,2026-09-07,34.1,79.29,32.02,44.04,53.3,41.3,2.2,50.1,39025,Caution,Yellow,16117.0,1.13,0.1,2026-09-04T18:06:16
70,Ward 70,2026-09-07,33.76,80.21,32.13,44.41,54.5,41.3,2.06,46.0,18618,Caution,Yellow,7689.0,1.14,0.05,2026-09-04T18:06:16
115,Ward 115,2026-09-07,33.3,81.34,32.14,44.48,54.6,41.3,2.1,46.0,31919,Caution,Yellow,13183.0,1.14,0.09,2026-09-04T18:06:16
123,Ward 123,2026-09-07,33.2,81.82,32.09,44.34,54.1,41.3,2.0,47.5,35386,Caution,Yellow,14614.0,1.14,0.09,2026-09-04T18:06:16
103,Ward 103,2026-09-07,33.61,80.21,32.08,44.57,54.0,41.2,2.31,47.3,25428,Caution,Yellow,10476.0,1.14,0.07,2026-09-04T18:06:16
86,Ward 86,2026-09-07,33.63,80.81,32.07,44.23,53.9,41.1,1.93,47.1,19195,Caution,Yellow,7889.0,1.14,0.05,2026-09-04T18:06:16
92,Ward 92,2026-09-07,33.84,79.92,32.13,44.2,54.5,41.0,2.14,44.8,36450,Caution,Yellow,14944.0,1.14,0.1,2026-09-04T18:06:16
114,Ward 114,2026-09-07,33.14,82.09,32.06,44.23,53.7,41.0,1.94,47.4,41913,Caution,Yellow,17184.0,1.14,0.11,2026-09-04T18:06:16
2,Ward 2,2026-09-07,34.21,78.8,32.07,44.19,53.9,40.9,2.31,46.3,48190,Caution,Yellow,19710.0,1.14,0.13,2026-09-04T18:06:16
121,Ward 121,2026-09-07,33.12,82.18,32.05,44.21,53.6,40.9,1.92,47.5,29921,Caution,Yellow,12238.0,1.14,0.08,2026-09-04T18:06:16
57,Ward 57,2026-09-07,33.42,81.86,31.92,43.57,52.3,40.7,1.72,50.6,49856,Caution,Yellow,20291.0,1.13,0.13,2026-09-04T18:06:16
101,Ward 101,2026-09-07,33.5,80.73,32.03,44.4,53.4,40.7,2.2,47.2,40208,Caution,Yellow,16365.0,1.13,0.11,2026-09-04T18:06:16
106,Ward 106,2026-09-07,33.7,80.58,32.06,43.99,53.7,40.7,2.0,46.1,40618,Caution,Yellow,16532.0,1.14,0.11,2026-09-04T18:06:16
107,Ward 107,2026-09-07,33.6,81.03,32.01,43.86,53.2,40.7,1.9,47.8,54260,Caution,Yellow,22084.0,1.13,0.14,2026-09-04T18:06:16
124,Ward 124,2026-09-07,33.03,82.63,32.01,44.09,53.2,40.7,1.83,47.9,39179,Caution,Yellow,15946.0,1.13,0.1,2026-09-04T18:06:16
128,Ward 128,2026-09-07,33.12,82.18,32.05,44.21,53.6,40.6,1.92,46.1,32179,Caution,Yellow,13065.0,1.14,0.09,2026-09-04T18:06:16
125,Ward 125,2026-09-07,33.01,82.72,32.01,44.07,53.2,40.4,1.81,46.6,44850,Caution,Yellow,18119.0,1.13,0.12,2026-09-04T18:06:16
102,Ward 102,2026-09-07,33.4,81.19,31.98,44.26,52.9,39.9,2.1,45.5,21503,Caution,Yellow,8580.0,1.13,0.06,2026-09-04T18:06:16
79,Ward 79,2026-09-07,33.15,83.08,31.84,43.56,51.4,39.6,1.45,49.2,44303,Caution,Yellow,17544.0,1.13,0.11,2026-09-04T18:06:16
100,Ward 100,2026-09-07,33.25,81.89,31.91,44.05,52.2,39.0,1.95,43.6,25507,Caution,Yellow,9948.0,1.13,0.07,2026-09-04T18:06:16
111,Ward 111,2026-09-07,33.12,82.51,31.84,43.85,51.4,38.8,1.82,45.5,38647,Caution,Yellow,14995.0,1.13,0.1,2026-09-04T18:06:16
127,Ward 127,2026-09-07,32.77,83.87,31.88,43.68,51.8,38.7,1.57,44.0,43782,Caution,Yellow,16944.0,1.13,0.11,2026-09-04T18:06:16
33,Ward 33,2026-09-07,33.39,82.02,31.9,43.52,52.1,38.6,1.69,42.5,45919,Caution,Yellow,17725.0,1.13,0.12,2026-09-04T18:06:16
122,Ward 122,2026-09-07,32.75,83.97,31.87,43.65,51.7,38.6,1.55,43.9,39198,Caution,Yellow,15130.0,1.13,0.1,2026-09-04T18:06:16
110,Ward 110,2026-09-07,33.03,82.95,31.79,43.7,50.9,38.2,1.73,44.7,27470,Caution,Yellow,10494.0,1.13,0.07,2026-09-04T18:06:16
46,Ward 46,2026-09-07,32.73,85.12,31.63,42.91,49.2,37.8,1.03,48.6,12823,Caution,Yellow,4847.0,1.12,0.03,2026-09-04T18:06:16
58,Ward 58,2026-09-07,32.65,85.6,31.54,42.45,48.3,37.8,0.95,51.8,88465,Caution,Yellow,33440.0,1.12,0.21,2026-09-04T18:06:16
74,Ward 74,2026-09-07,32.91,84.23,31.72,43.18,50.2,37.8,1.21,45.1,42176,Caution,Yellow,15943.0,1.12,0.1,2026-09-04T18:06:16
126,Ward 126,2026-09-07,32.62,84.6,31.81,43.44,51.1,37.6,1.42,41.4,31631,Caution,Yellow,11893.0,1.13,0.08,2026-09-04T18:06:16
5,Ward 5,2026-09-07,33.6,81.6,31.77,43.33,50.7,37.5,1.7,42.1,23707,Caution,Yellow,8890.0,1.13,0.06,2026-09-04T18:06:16
97,Ward 97,2026-09-07,32.55,84.95,31.78,43.34,50.8,36.5,1.35,37.4,37199,Caution,Yellow,13578.0,1.13,0.09,2026-09-04T18:06:16
109,Ward 109,2026-09-07,32.44,85.8,31.51,42.81,48.0,36.4,1.14,46.2,64567,Caution,Yellow,23502.0,1.12,0.15,2026-09-04T18:06:16
87,Ward 87,2026-09-07,32.75,85.02,31.64,42.93,49.3,35.6,1.05,38.2,12675,Caution,Yellow,4512.0,1.12,0.03,2026-09-04T18:06:16
80,Ward 80,2026-09-07,31.74,90.16,31.15,41.39,44.3,34.6,0.04,51.2,31094,Caution,Yellow,10759.0,1.11,0.07,2026-09-04T18:06:16
108,Ward 108,2026-09-07,32.06,88.58,31.25,41.57,45.3,33.9,0.36,44.3,64777,Caution,Yellow,21959.0,1.11,0.14,2026-09-04T18:06:16
90,Ward 90,2026-09-07,32.15,88.03,31.35,42.04,46.3,33.0,0.45,36.3,18857,Caution,Yellow,6223.0,1.12,0.04,2026-09-04T18:06:16
94,Ward 94,2026-09-07,31.77,88.87,31.4,42.1,46.8,33.0,0.57,34.3,27469,Caution,Yellow,9065.0,1.12,0.06,2026-09-04T18:06:16
45,Ward 45,2026-09-07,31.6,89.96,30.97,40.99,42.5,32.8,0.0,49.3,8394,Caution,Yellow,2753.0,1.1,0.02,2026-09-04T18:06:16
63,Ward 63,2026-09-07,31.78,89.95,31.17,41.45,44.5,32.7,0.08,41.1,24387,Caution,Yellow,7975.0,1.11,0.05,2026-09-04T18:06:16
24,Ward 24,2026-09-08,35.07,71.95,33.53,45.9,70.0,63.9,3.47,80.5,19824,Danger,Orange,12668.0,1.18,0.07,2026-09-04T18:06:16
23,Ward 23,2026-09-08,35.1,71.83,33.54,45.94,70.2,62.9,3.5,77.0,18256,Danger,Orange,11483.0,1.18,0.06,2026-09-04T18:06:16
39,Ward 39,2026-09-08,34.84,72.9,33.42,45.59,68.8,61.9,3.24,77.7,21296,Danger,Orange,13182.0,1.17,0.07,2026-09-04T18:06:16
18,Ward 18,2026-09-08,35.03,72.11,33.51,45.88,69.8,60.7,3.43,71.1,22267,Danger,Orange,13516.0,1.18,0.08,2026-09-04T18:06:16
42,Ward 42,2026-09-08,34.66,73.64,33.33,45.33,67.8,60.1,3.06,74.9,21746,Danger,Orange,13069.0,1.17,0.07,2026-09-04T18:06:16
48,Ward 48,2026-09-08,34.92,72.56,33.45,45.69,69.1,60.0,3.32,70.7,20437,Danger,Orange,12262.0,1.18,0.07,2026-09-04T18:06:16
43,Ward 43,2026-09-08,34.77,73.18,33.39,45.52,68.4,59.8,3.17,71.9,17677,Danger,Orange,10571.0,1.17,0.06,2026-09-04T18:06:16
49,Ward 49,2026-09-08,35.02,73.19,33.05,46.24,64.6,59.6,3.22,82.7,19416,Danger,Orange,11572.0,1.16,0.06,2026-09-04T18:06:16
29,Ward 29,2026-09-08,35.09,72.9,33.09,46.36,65.0,58.7,3.29,78.3,53782,Danger,Orange,31570.0,1.16,0.17,2026-09-04T18:06:16
41,Ward 41,2026-09-08,34.66,73.64,33.33,45.33,67.8,58.2,3.06,68.6,19946,Danger,Orange,11609.0,1.17,0.07,2026-09-04T18:06:16
19,Ward 19,2026-09-08,34.91,72.6,33.45,45.71,69.1,58.0,3.31,64.3,21158,Danger,Orange,12272.0,1.18,0.07,2026-09-04T18:06:16
26,Ward 26,2026-09-08,34.68,73.56,33.34,45.39,67.9,57.5,3.08,65.9,25371,Danger,Orange,14588.0,1.17,0.09,2026-09-04T18:06:16
28,Ward 28,2026-09-08,35.12,72.78,33.1,46.4,65.2,57.2,3.32,72.7,38110,Danger,Orange,21799.0,1.16,0.12,2026-09-04T18:06:16
25,Ward 25,2026-09-08,34.73,73.35,33.36,45.45,68.1,57.0,3.13,63.8,27484,Danger,Orange,15666.0,1.17,0.09,2026-09-04T18:06:16
21,Ward 21,2026-09-08,34.56,74.07,33.28,45.21,67.2,56.9,2.96,65.8,21187,Danger,Orange,12055.0,1.17,0.07,2026-09-04T18:06:16
44,Ward 44,2026-09-08,34.47,74.43,33.24,45.08,66.7,56.3,2.87,65.2,29600,Danger,Orange,16665.0,1.17,0.1,2026-09-04T18:06:16
20,Ward 20,2026-09-08,34.66,73.64,33.33,45.33,67.8,56.1,3.06,61.7,21576,Danger,Orange,12104.0,1.17,0.07,2026-09-04T18:06:16
37,Ward 37,2026-09-08,34.96,73.43,33.02,46.2,64.3,55.7,3.16,70.2,24020,Danger,Orange,13379.0,1.16,0.08,2026-09-04T18:06:16
9,Ward 9,2026-09-08,34.42,74.64,33.22,45.02,66.5,52.5,2.82,53.2,16420,Danger,Orange,8620.0,1.17,0.05,2026-09-04T18:06:16
16,Ward 16,2026-09-08,34.86,73.86,32.97,46.03,63.7,52.4,3.06,60.7,20904,Danger,Orange,10954.0,1.16,0.07,2026-09-04T18:06:16
22,Ward 22,2026-09-08,34.11,75.98,33.07,44.58,64.8,52.2,2.51,56.7,15730,Danger,Orange,8211.0,1.16,0.05,2026-09-04T18:06:16
11,Ward 11,2026-09-08,34.86,73.86,32.97,46.03,63.7,51.9,3.06,59.0,22152,Danger,Orange,11497.0,1.16,0.07,2026-09-04T18:06:16
47,Ward 47,2026-09-08,34.14,75.86,33.08,44.62,64.9,51.7,2.54,54.7,14684,Danger,Orange,7592.0,1.16,0.05,2026-09-04T18:06:16
38,Ward 38,2026-09-08,34.72,74.44,32.91,45.84,63.0,51.6,2.92,59.7,28791,Danger,Orange,14856.0,1.16,0.09,2026-09-04T18:06:16
10,Ward 10,2026-09-08,34.77,74.23,32.93,45.9,63.2,50.9,2.97,56.8,27700,Danger,Orange,14099.0,1.16,0.09,2026-09-04T18:06:16
40,Ward 40,2026-09-08,34.63,74.83,32.86,45.7,62.5,50.7,2.83,58.1,20549,Danger,Orange,10418.0,1.16,0.06,2026-09-04T18:06:16
77,Ward 77,2026-09-08,34.6,72.45,32.4,44.38,57.4,50.2,3.4,72.2,45984,Danger,Orange,23084.0,1.14,0.13,2026-09-04T18:06:16
36,Ward 36,2026-09-08,33.9,78.03,32.5,44.67,58.5,49.8,2.1,66.9,27238,Caution,Yellow,13565.0,1.15,0.08,2026-09-04T18:06:16
30,Ward 30,2026-09-08,34.6,74.96,32.84,45.65,62.2,49.6,2.8,55.1,30050,Caution,Yellow,14905.0,1.16,0.09,2026-09-04T18:06:16
14,Ward 14,2026-09-08,34.51,75.35,32.8,45.56,61.8,49.1,2.71,54.2,53343,Caution,Yellow,26191.0,1.16,0.16,2026-09-04T18:06:16
62,Ward 62,2026-09-08,34.5,72.86,32.36,44.27,57.0,48.9,3.3,68.4,34832,Caution,Yellow,17033.0,1.14,0.1,2026-09-04T18:06:16
17,Ward 17,2026-09-08,34.64,74.79,32.87,45.73,62.6,48.8,2.84,51.0,21023,Caution,Yellow,10259.0,1.16,0.07,2026-09-04T18:06:16
3,Ward 3,2026-09-08,34.38,75.91,32.74,45.35,61.1,48.6,2.58,54.4,53855,Caution,Yellow,26174.0,1.15,0.16,2026-09-04T18:06:16
13,Ward 13,2026-09-08,34.32,76.17,32.71,45.25,60.8,48.6,2.52,55.4,33066,Caution,Yellow,16070.0,1.15,0.1,2026-09-04T18:06:16
27,Ward 27,2026-09-08,34.43,75.68,32.76,45.41,61.4,48.6,2.63,53.7,19350,Caution,Yellow,9404.0,1.16,0.06,2026-09-04T18:06:16
8,Ward 8,2026-09-08,34.58,75.04,32.84,45.64,62.2,48.5,2.78,50.9,18760,Caution,Yellow,9099.0,1.16,0.06,2026-09-04T18:06:16
1,Ward 1,2026-09-08,34.33,76.12,32.72,45.28,60.9,48.2,2.53,53.6,53125,Caution,Yellow,25606.0,1.15,0.16,2026-09-04T18:06:16
7,Ward 7,2026-09-08,34.41,75.78,32.75,45.39,61.2,48.1,2.61,52.6,19180,Caution,Yellow,9226.0,1.16,0.06,2026-09-04T18:06:16
15,Ward 15,2026-09-08,34.41,75.78,32.75,45.39,61.2,48.1,2.61,52.4,23922,Caution,Yellow,11506.0,1.16,0.07,2026-09-04T18:06:16
78,Ward 78,2026-09-08,34.38,73.37,32.3,44.1,56.3,47.9,3.18,66.7,54090,Caution,Yellow,25909.0,1.14,0.15,2026-09-04T18:06:16
35,Ward 35,2026-09-08,34.44,75.66,32.77,45.44,61.5,47.6,2.64,49.9,35024,Caution,Yellow,16671.0,1.16,0.11,2026-09-04T18:06:16
4,Ward 4,2026-09-08,34.31,76.21,32.7,45.27,60.7,47.5,2.51,51.5,34476,Caution,Yellow,16376.0,1.15,0.1,2026-09-04T18:06:16
54,Ward 54,2026-09-08,34.29,73.48,32.09,43.79,54.1,47.4,3.39,72.5,36235,Caution,Yellow,17175.0,1.14,0.1,2026-09-04T18:06:16
138,Ward 138,2026-09-08,33.2,81.4,32.34,44.16,56.8,46.8,1.8,60.7,28858,Caution,Yellow,13506.0,1.14,0.08,2026-09-04T18:06:16
135,Ward 135,2026-09-08,33.88,75.48,32.04,43.38,53.5,46.7,2.68,71.9,33258,Caution,Yellow,15531.0,1.13,0.09,2026-09-04T18:06:16
52,Ward 52,2026-09-08,34.27,73.83,32.24,43.96,55.7,46.3,3.07,62.4,16869,Caution,Yellow,7810.0,1.14,0.05,2026-09-04T18:06:16
12,Ward 12,2026-09-08,34.01,77.54,32.55,44.84,59.0,46.0,2.21,51.1,21493,Caution,Yellow,9887.0,1.15,0.06,2026-09-04T18:06:16
32,Ward 32,2026-09-08,33.8,78.46,32.45,44.54,58.0,46.0,2.0,54.1,45636,Caution,Yellow,20993.0,1.15,0.13,2026-09-04T18:06:16
6,Ward 6,2026-09-08,33.83,78.34,32.47,44.54,58.2,45.9,2.03,52.9,42346,Caution,Yellow,19437.0,1.15,0.12,2026-09-04T18:06:16
31,Ward 31,2026-09-08,34.0,77.58,32.55,44.8,59.0,45.8,2.2,50.1,39025,Caution,Yellow,17873.0,1.15,0.11,2026-09-04T18:06:16
134,Ward 134,2026-09-08,33.65,76.48,31.93,43.05,52.4,45.8,2.45,72.2,35780,Caution,Yellow,16387.0,1.13,0.09,2026-09-04T18:06:16
53,Ward 53,2026-09-08,34.29,73.74,32.25,43.97,55.8,45.7,3.09,59.7,25598,Caution,Yellow,11698.0,1.14,0.07,2026-09-04T18:06:16
2,Ward 2,2026-09-08,34.11,77.1,32.61,44.97,59.7,45.3,2.31,46.3,48190,Caution,Yellow,21830.0,1.15,0.14,2026-09-04T18:06:16
139,Ward 139,2026-09-08,32.8,83.31,32.15,43.56,54.7,44.5,1.4,58.5,42014,Caution,Yellow,18696.0,1.14,0.11,2026-09-04T18:06:16
61,Ward 61,2026-09-08,33.91,75.36,32.06,43.43,53.7,44.4,2.71,61.6,29704,Caution,Yellow,13189.0,1.14,0.08,2026-09-04T18:06:16
75,Ward 75,2026-09-08,33.91,75.36,32.06,43.43,53.7,44.3,2.71,61.0,26925,Caution,Yellow,11928.0,1.14,0.07,2026-09-04T18:06:16
88,Ward 88,2026-09-08,34.0,74.98,32.1,43.56,54.2,44.0,2.8,58.0,23672,Caution,Yellow,10416.0,1.14,0.06,2026-09-04T18:06:16
83,Ward 83,2026-09-08,33.98,75.05,32.1,43.55,54.2,43.9,2.78,57.9,22163,Caution,Yellow,9730.0,1.14,0.06,2026-09-04T18:06:16
60,Ward 60,2026-09-08,33.84,75.4,31.87,43.18,51.7,43.5,2.94,64.6,35732,Caution,Yellow,15543.0,1.13,0.09,2026-09-04T18:06:16
84,Ward 84,2026-09-08,33.82,75.74,32.01,43.29,53.2,43.3,2.62,58.6,19230,Caution,Yellow,8327.0,1.13,0.05,2026-09-04T18:06:16
76,Ward 76,2026-09-08,33.95,75.18,32.08,43.5,54.0,43.2,2.75,55.5,21946,Caution,Yellow,9481.0,1.14,0.06,2026-09-04T18:06:16
65,Ward 65,2026-09-08,33.8,75.57,31.84,43.1,51.4,43.1,2.9,64.2,72427,Caution,Yellow,31216.0,1.13,0.18,2026-09-04T18:06:16
66,Ward 66,2026-09-08,33.75,75.79,31.82,43.04,51.2,43.0,2.85,64.3,98024,Caution,Yellow,42150.0,1.13,0.25,2026-09-04T18:06:16
141,Ward 141,2026-09-08,32.58,84.38,32.05,43.22,53.6,43.0,1.18,55.9,41152,Caution,Yellow,17695.0,1.14,0.11,2026-09-04T18:06:16
73,Ward 73,2026-09-08,33.87,75.53,32.05,43.4,53.6,42.9,2.67,55.8,23512,Caution,Yellow,10087.0,1.14,0.06,2026-09-04T18:06:16
82,Ward 82,2026-09-08,33.84,75.66,32.03,43.35,53.4,42.8,2.64,55.7,38838,Caution,Yellow,16623.0,1.13,0.1,2026-09-04T18:06:16
85,Ward 85,2026-09-08,33.81,75.79,32.01,43.31,53.2,42.7,2.61,56.0,29566,Caution,Yellow,12625.0,1.13,0.08,2026-09-04T18:06:16
140,Ward 140,2026-09-08,32.47,84.91,31.99,43.03,53.0,42.7,1.07,56.8,30504,Caution,Yellow,13025.0,1.13,0.08,2026-09-04T18:06:16
56,Ward 56,2026-09-08,33.85,75.36,31.87,43.16,51.7,42.2,2.95,59.2,43622,Caution,Yellow,18408.0,1.13,0.11,2026-09-04T18:06:16
50,Ward 50,2026-09-08,33.83,75.7,32.02,43.32,53.3,42.0,2.63,53.0,17251,Caution,Yellow,7245.0,1.13,0.05,2026-09-04T18:06:16
81,Ward 81,2026-09-08,33.64,76.53,31.93,43.06,52.4,41.8,2.44,55.1,41501,Caution,Yellow,17347.0,1.13,0.11,2026-09-04T18:06:16
5,Ward 5,2026-09-08,33.5,79.82,32.3,44.08,56.3,41.6,1.7,42.1,23707,Caution,Yellow,9862.0,1.14,0.07,2026-09-04T18:06:16
133,Ward 133,2026-09-08,33.57,76.83,31.89,42.94,51.9,41.4,2.37,55.1,25588,Caution,Yellow,10593.0,1.13,0.07,2026-09-04T18:06:16
132,Ward 132,2026-09-08,33.58,76.79,31.9,42.97,52.1,41.3,2.38,53.9,26274,Caution,Yellow,10851.0,1.13,0.07,2026-09-04T18:06:16
51,Ward 51,2026-09-08,33.76,76.01,31.98,43.2,52.9,41.0,2.56,50.0,13556,Caution,Yellow,5558.0,1.13,0.04,2026-09-04T18:06:16
72,Ward 72,2026-09-08,33.6,76.7,31.9,42.99,52.1,41.0,2.4,52.6,19167,Caution,Yellow,7858.0,1.13,0.05,2026-09-04T18:06:16
117,Ward 117,2026-09-08,33.54,76.96,31.87,42.89,51.7,40.8,2.34,53.1,21824,Caution,Yellow,8904.0,1.13,0.06,2026-09-04T18:06:16
89,Ward 89,2026-09-08,33.63,76.58,31.92,43.03,52.3,40.5,2.43,50.0,22304,Caution,Yellow,9033.0,1.13,0.06,2026-09-04T18:06:16
118,Ward 118,2026-09-08,33.5,77.14,31.86,42.86,51.6,40.5,2.3,52.3,21810,Caution,Yellow,8833.0,1.13,0.06,2026-09-04T18:06:16
120,Ward 120,2026-09-08,33.57,76.83,31.89,42.94,51.9,40.2,2.37,49.9,19710,Caution,Yellow,7923.0,1.13,0.05,2026-09-04T18:06:16
96,Ward 96,2026-09-08,33.23,78.7,31.93,42.65,52.4,40.0,2.33,47.3,31033,Caution,Yellow,12413.0,1.13,0.08,2026-09-04T18:06:16
59,Ward 59,2026-09-08,33.36,77.5,31.63,42.49,49.2,39.9,2.46,57.8,70261,Caution,Yellow,28034.0,1.12,0.17,2026-09-04T18:06:16
45,Ward 45,2026-09-08,31.6,87.82,31.86,40.84,51.6,39.8,0.0,49.3,8394,Caution,Yellow,3341.0,1.13,0.02,2026-09-04T18:06:16
95,Ward 95,2026-09-08,33.19,78.88,31.9,42.57,52.1,39.8,2.29,47.6,26737,Caution,Yellow,10641.0,1.13,0.07,2026-09-04T18:06:16
98,Ward 98,2026-09-08,33.23,78.7,31.93,42.65,52.4,39.7,2.33,46.3,31708,Caution,Yellow,12588.0,1.13,0.08,2026-09-04T18:06:16
71,Ward 71,2026-09-08,33.48,77.22,31.85,42.84,51.5,39.5,2.28,48.2,29922,Caution,Yellow,11819.0,1.13,0.08,2026-09-04T18:06:16
116,Ward 116,2026-09-08,32.99,79.8,31.81,42.3,51.1,39.5,2.09,49.7,28338,Caution,Yellow,11194.0,1.13,0.07,2026-09-04T18:06:16
130,Ward 130,2026-09-08,33.4,77.59,31.8,42.69,51.0,39.5,2.2,49.8,23227,Caution,Yellow,9175.0,1.13,0.06,2026-09-04T18:06:16
99,Ward 99,2026-09-08,33.21,79.56,31.79,42.76,50.9,39.1,2.41,48.4,26739,Caution,Yellow,10455.0,1.13,0.07,2026-09-04T18:06:16
131,Ward 131,2026-09-08,33.35,77.8,31.78,42.63,50.8,39.1,2.15,48.9,30911,Caution,Yellow,12086.0,1.13,0.08,2026-09-04T18:06:16
91,Ward 91,2026-09-08,33.43,77.19,31.67,42.61,49.6,39.0,2.53,52.5,38450,Caution,Yellow,14996.0,1.12,0.09,2026-09-04T18:06:16
69,Ward 69,2026-09-08,33.18,78.56,31.7,42.41,50.0,38.9,1.98,50.6,44111,Caution,Yellow,17159.0,1.12,0.11,2026-09-04T18:06:16
112,Ward 112,2026-09-08,32.94,80.02,31.78,42.19,50.8,38.8,2.04,47.5,32404,Caution,Yellow,12573.0,1.13,0.08,2026-09-04T18:06:16
113,Ward 113,2026-09-08,32.91,80.16,31.77,42.18,50.7,38.8,2.01,47.7,33475,Caution,Yellow,12988.0,1.13,0.08,2026-09-04T18:06:16
136,Ward 136,2026-09-08,33.17,78.62,31.69,42.38,49.8,38.8,1.97,51.0,21482,Caution,Yellow,8335.0,1.12,0.05,2026-09-04T18:06:16
93,Ward 93,2026-09-08,33.32,77.94,31.76,42.58,50.6,38.7,2.12,47.7,44364,Caution,Yellow,17169.0,1.13,0.11,2026-09-04T18:06:16
115,Ward 115,2026-09-08,33.0,79.73,31.81,42.29,51.1,38.7,2.1,46.0,31919,Caution,Yellow,12353.0,1.13,0.08,2026-09-04T18:06:16
119,Ward 119,2026-09-08,33.36,77.77,31.79,42.66,50.9,38.7,2.16,46.9,16491,Caution,Yellow,6382.0,1.13,0.04,2026-09-04T18:06:16
67,Ward 67,2026-09-08,33.31,77.72,31.6,42.42,48.9,38.6,2.41,53.4,56284,Caution,Yellow,21726.0,1.12,0.14,2026-09-04T18:06:16
123,Ward 123,2026-09-08,32.9,80.2,31.76,42.15,50.6,38.6,2.0,47.5,35386,Caution,Yellow,13659.0,1.13,0.09,2026-09-04T18:06:16
137,Ward 137,2026-09-08,32.81,80.25,31.51,41.85,48.0,38.6,1.61,56.7,19385,Caution,Yellow,7483.0,1.12,0.05,2026-09-04T18:06:16
103,Ward 103,2026-09-08,33.11,80.02,31.74,42.62,50.4,38.4,2.31,47.3,25428,Caution,Yellow,9764.0,1.13,0.06,2026-09-04T18:06:16
114,Ward 114,2026-09-08,32.84,80.47,31.73,42.06,50.3,38.4,1.94,47.4,41913,Caution,Yellow,16095.0,1.13,0.1,2026-09-04T18:06:16
121,Ward 121,2026-09-08,32.82,80.57,31.72,42.04,50.2,38.3,1.92,47.5,29921,Caution,Yellow,11460.0,1.12,0.07,2026-09-04T18:06:16
129,Ward 129,2026-09-08,33.18,78.56,31.7,42.41,50.0,38.3,1.98,47.9,39654,Caution,Yellow,15187.0,1.12,0.1,2026-09-04T18:06:16
34,Ward 34,2026-09-08,33.46,77.05,31.67,42.61,49.6,38.2,2.56,49.0,29773,Caution,Yellow,11373.0,1.12,0.07,2026-09-04T18:06:16
55,Ward 55,2026-09-08,33.22,78.11,31.56,42.28,48.5,38.2,2.32,52.9,32254,Caution,Yellow,12321.0,1.12,0.08,2026-09-04T18:06:16
64,Ward 64,2026-09-08,33.15,78.45,31.53,42.2,48.2,38.2,2.25,54.1,31280,Caution,Yellow,11949.0,1.12,0.07,2026-09-04T18:06:16
70,Ward 70,2026-09-08,33.26,78.2,31.74,42.53,50.4,38.2,2.06,46.0,18618,Caution,Yellow,7112.0,1.13,0.05,2026-09-04T18:06:16
101,Ward 101,2026-09-08,33.0,80.53,31.69,42.46,49.8,38.0,2.2,47.2,40208,Caution,Yellow,15279.0,1.12,0.1,2026-09-04T18:06:16
124,Ward 124,2026-09-08,32.73,80.99,31.67,41.89,49.6,38.0,1.83,47.9,39179,Caution,Yellow,14888.0,1.12,0.1,2026-09-04T18:06:16
128,Ward 128,2026-09-08,32.82,80.57,31.72,42.04,50.2,38.0,1.92,46.1,32179,Caution,Yellow,12228.0,1.12,0.08,2026-09-04T18:06:16
86,Ward 86,2026-09-08,33.13,78.8,31.67,42.31,49.6,37.8,1.93,47.1,19195,Caution,Yellow,7256.0,1.12,0.05,2026-09-04T18:06:16
125,Ward 125,2026-09-08,32.71,81.09,31.67,41.87,49.6,37.7,1.81,46.6,44850,Caution,Yellow,16908.0,1.12,0.11,2026-09-04T18:06:16
102,Ward 102,2026-09-08,32.9,81.0,31.64,42.32,49.3,37.2,2.1,45.5,21503,Caution,Yellow,7999.0,1.12,0.05,2026-09-04T18:06:16
105,Ward 105,2026-09-08,33.28,77.85,31.59,42.38,48.8,36.9,2.38,45.8,21267,Caution,Yellow,7848.0,1.12,0.05,2026-09-04T18:06:16
68,Ward 68,2026-09-08,33.03,78.98,31.46,42.01,47.5,36.7,2.13,49.4,20724,Caution,Yellow,7606.0,1.12,0.05,2026-09-04T18:06:16
79,Ward 79,2026-09-08,32.65,81.0,31.44,41.65,47.3,36.5,1.45,49.2,44303,Caution,Yellow,16171.0,1.12,0.1,2026-09-04T18:06:16
100,Ward 100,2026-09-08,32.75,81.68,31.57,42.11,48.6,36.3,1.95,43.6,25507,Caution,Yellow,9259.0,1.12,0.06,2026-09-04T18:06:16
104,Ward 104,2026-09-08,33.21,78.17,31.56,42.3,48.5,36.3,2.31,43.9,33185,Caution,Yellow,12046.0,1.12,0.08,2026-09-04T18:06:16
127,Ward 127,2026-09-08,32.47,82.22,31.56,41.54,48.5,36.3,1.57,44.0,43782,Caution,Yellow,15893.0,1.12,0.1,2026-09-04T18:06:16
